asset_id,b,kappa,half_life_days,mu,sigma_eps,n_obs
A000461,0.038368,3.260536,0.212587,0.004326,0.344828,484
A000462,0.090165,2.406116,0.288077,0.317429,1.701389,484
A000463,0.059809,2.816599,0.246094,36.6138,141.555372,484
A000464,0.124043,2.087125,0.332106,1.66058,4.872249,484
A000465,0.173841,1.749615,0.396171,0.570502,4.613103,484
A000466,0.158603,1.841349,0.376434,2.837947,29.234705,484
A000467,0.260664,1.344522,0.515534,0.039373,2.216145,289
A000468,0.077844,2.553045,0.271498,1.144641,6.343256,484
A000469,0.005069,5.284521,0.131166,0.475865,2.645733,484
A000470,0.075711,2.580828,0.268576,0.435926,2.125777,484
A000471,0.140484,1.96266,0.353167,0.056455,0.451818,484
A000472,0.00756,4.884907,0.141896,0.641672,4.548772,484
A000473,0.053819,2.92213,0.237206,0.152817,1.265072,484
A000474,0.181004,1.709236,0.40553,-21.526874,270.304252,484
A000475,0.050334,2.989073,0.231894,46.501223,268.563255,484
A000476,0.208099,1.56974,0.441568,2.053914,6.034246,484
A000477,1e-06,13.815511,0.050172,0.00513,0.395789,484
A000478,0.018486,3.990763,0.173688,0.08439,0.627884,484
A000479,0.060804,2.800095,0.247544,1.572538,9.964309,483
A000480,0.063557,2.755824,0.251521,25.152131,144.062582,484
A000482,0.071583,2.636903,0.262864,-0.064169,14.272703,432
A000483,0.063661,2.754176,0.251671,19.315461,142.269073,478
A000484,0.137492,1.984189,0.349335,4.109982,21.233902,483
A000485,0.16158,1.822753,0.380275,0.1237,4.151983,484
A000486,0.007625,4.876282,0.142147,1.072858,7.747069,484
A000487,0.073591,2.609234,0.265652,0.000352,0.093406,484
A000488,0.063281,2.760164,0.251125,0.06296,0.923581,484
A000489,1e-06,13.815511,0.050172,-0.029453,1.44407,441
A000490,0.217388,1.526074,0.454203,1.796991,6.926686,484
A000491,0.12275,2.097603,0.330447,0.355057,1.664491,479
A000492,0.157177,1.850382,0.374597,0.074791,5.127995,484
A000493,0.386843,0.949737,0.729831,2.162155,9.121951,484
A000494,0.043108,3.144051,0.220463,22.901245,175.860935,484
A000495,0.115531,2.15822,0.321166,1.851421,6.385329,484
A000496,0.24365,1.412023,0.490889,3.504787,10.753137,484
A000497,0.076304,2.573025,0.26939,1.179121,4.427519,484
A000498,0.157974,1.845323,0.375624,1.311519,4.609641,483
A000499,0.207749,1.571424,0.441095,5.128997,67.110908,484
A000500,0.021845,3.823797,0.181272,21.703984,105.086111,484
A000501,0.279301,1.275466,0.543446,1.128991,4.151784,484
A000502,0.076158,2.574942,0.269189,0.050108,0.842873,484
A000503,0.097758,2.325257,0.298095,4.298298,126.758784,482
A000504,0.192714,1.646549,0.42097,0.676187,9.757223,484
A000505,0.23018,1.468895,0.471883,2.593485,8.314061,484
A000506,0.040466,3.207284,0.216117,-0.686526,6.981029,479
A000507,1e-06,13.815511,0.050172,0.187323,1.159862,315
A000508,0.179284,1.718785,0.403277,0.727634,3.764465,484
A000509,0.088542,2.424275,0.285919,0.349213,2.657451,484
A000510,0.069933,2.660219,0.26056,23.543128,78.346046,484
A000511,0.170756,1.767518,0.392158,0.241374,1.189694,484
A000512,0.032588,3.423826,0.202448,-0.031192,0.51971,197
A000513,0.165091,1.80126,0.384812,0.02054,0.291552,484
A000514,0.164781,1.803136,0.384412,0.019084,0.16816,484
A000515,0.280515,1.271127,0.545301,11.684792,64.643023,484
A000516,0.29272,1.228538,0.564205,0.546276,1.257627,484
A000517,0.003463,5.665757,0.12234,0.025869,0.3385,484
A000518,0.127903,2.056483,0.337055,1.263977,8.238143,484
A000519,0.157595,1.847729,0.375135,0.708863,2.251046,484
A000520,1e-06,13.815511,0.050172,2.290087,7.641456,484
A000521,0.124998,2.079456,0.333331,3.46352,14.126876,484
A000522,0.165384,1.799488,0.385191,6.45165,16.386423,476
A000523,0.001015,6.893247,0.100555,-0.003656,0.029296,484
A000524,0.054886,2.902491,0.238811,1.519897,5.628759,484
A000525,0.232483,1.45894,0.475103,1.4425,14.743979,484
A000526,0.172319,1.75841,0.39419,0.137724,1.194159,484
A000527,0.189188,1.665012,0.416301,1.186336,7.021707,484
A000528,0.098416,2.318547,0.298958,0.498342,5.163791,479
A000529,0.136403,1.992145,0.34794,-0.010316,0.088856,474
A000530,0.081293,2.509693,0.276188,10.760585,105.931171,484
A000531,0.000429,7.753999,0.089392,0.19889,2.041489,484
A000532,1e-06,13.815511,0.050172,0.399732,8.266879,430
A000533,0.003421,5.677798,0.12208,0.015721,0.988831,483
A000534,0.120233,2.118325,0.327215,9.781387,153.172242,484
A000535,0.294461,1.222607,0.566942,0.869004,7.347798,474
A000536,0.021975,3.817866,0.181554,0.156153,1.979463,484
A000537,0.229792,1.470581,0.471342,-0.074712,2.010099,482
A000538,0.076573,2.569508,0.269759,0.402907,4.785996,482
A000539,0.171853,1.761116,0.393584,0.009703,0.173751,484
A000540,0.134785,2.004072,0.345869,1.422168,7.892929,484
A000541,0.082569,2.494122,0.277912,0.159146,0.647934,484
A000542,0.230253,1.468577,0.471985,0.816089,2.814071,484
A000543,0.240917,1.423304,0.486999,37.413691,161.983545,484
A000544,0.214822,1.537947,0.450696,1.32772,8.510681,484
A000545,1e-06,13.815511,0.050172,0.087633,1.173865,484
A000546,0.115933,2.154741,0.321685,89.260785,324.023768,484
A000547,0.069413,2.667674,0.259832,-0.036426,0.495837,484
A000548,0.15157,1.886707,0.367385,1.605048,19.539956,484
A000549,0.141052,1.958629,0.353894,0.443296,4.804397,484
A000550,0.171411,1.763689,0.39301,1.112917,5.585211,484
A000551,0.14649,1.920798,0.360864,0.082434,0.896262,484
A000552,0.193773,1.64107,0.422375,0.404034,1.94007,484
A000553,0.322067,1.132997,0.611782,-0.032593,0.18377,434
A000554,0.09263,2.379141,0.291343,0.488782,2.680028,484
A000555,0.000673,7.303756,0.094903,0.347815,1.671498,484
A000556,0.300801,1.201305,0.576995,4.995922,64.487619,484
A000557,0.046543,3.067383,0.225973,-0.009515,0.329585,484
A000558,0.201352,1.602699,0.432488,3.833995,31.141407,484
A000559,0.100126,2.301323,0.301195,0.119833,0.708796,484
A000560,0.247751,1.395332,0.496761,1.427652,21.699467,484
A000561,0.100754,2.295069,0.302016,0.079625,1.038975,482
A000562,0.04687,3.060374,0.226491,0.132759,1.551376,484
A000563,1e-06,13.815511,0.050172,-0.016506,0.374636,297
A000564,0.108761,2.218601,0.312425,0.14857,1.073494,484
A000565,1e-06,13.815511,0.050172,1.633858,8.669301,484
A000566,0.066036,2.717552,0.255063,0.016426,0.653271,484
A000567,0.064765,2.736989,0.253252,0.387219,1.913855,483
A000568,0.19544,1.632502,0.424592,13.343963,46.719075,483
A000569,0.049251,3.010825,0.230218,0.025445,0.237653,484
A000570,0.291819,1.231621,0.562793,1.413747,6.097245,484
A000571,0.171008,1.766043,0.392486,0.336569,5.063549,484
A000572,1e-06,13.815511,0.050172,0.043085,0.298953,484
A000573,0.029864,3.511108,0.197416,1.542083,10.127185,484
A000574,0.384625,0.955486,0.725439,8.962257,37.983352,484
A000575,0.087462,2.436555,0.284478,0.292562,1.147555,484
A000576,1e-06,13.815511,0.050172,-0.029899,1.980036,484
A000577,0.255954,1.362759,0.508635,11.865872,107.305115,484
A000578,0.032584,3.423921,0.202443,-0.000683,0.06333,484
A000579,0.289491,1.23963,0.559157,1.705781,6.450152,484
A000580,0.15462,1.866787,0.371305,-0.08725,2.971068,484
A000581,0.129745,2.042185,0.339414,43.008764,135.310116,484
A000582,1e-06,13.815511,0.050172,-0.069071,0.498634,110
A000583,0.0815,2.507149,0.276468,20.877551,120.055538,484
A000584,0.082499,2.49497,0.277818,0.691215,2.78646,484
A000585,1e-06,13.815511,0.050172,0.299423,1.462622,484
A000586,0.064863,2.735482,0.253391,0.412205,4.836204,484
A000587,0.0217,3.830428,0.180958,29.844222,163.702141,481
A000588,0.154641,1.866652,0.371332,2.34258,56.34892,484
A000589,0.029489,3.523747,0.196707,0.115872,0.977051,484
A000590,0.160962,1.826588,0.379477,0.450531,2.513122,484
A000591,0.190595,1.657606,0.418162,0.120112,1.652571,484
A000592,1e-06,13.815511,0.050172,0.036815,0.380038,474
A000593,0.180376,1.71271,0.404708,0.024216,0.283617,474
A000594,0.20613,1.579247,0.43891,2.061443,5.786177,484
A000595,1e-06,13.815511,0.050172,0.02625,0.534895,484
A000596,0.159384,1.836437,0.377441,0.009566,0.26481,484
A000597,0.085304,2.461535,0.281591,0.00071,0.171368,484
A000598,0.120133,2.119158,0.327086,-0.001103,0.065736,484
A000599,0.273599,1.296091,0.534798,0.047504,1.302939,484
A000600,0.113207,2.178538,0.318171,1.129339,30.717347,484
A000601,0.100776,2.29486,0.302043,2.62985,6.724338,484
A000602,0.12294,2.096056,0.330691,17.027442,66.738732,484
A000603,0.193648,1.641713,0.42221,0.19249,0.741536,224
A000604,0.144099,1.937257,0.357798,1.060195,5.489632,484
A000605,1e-06,13.815511,0.050172,-0.036906,1.266606,484
A000606,0.171166,1.765123,0.392691,0.758212,3.770022,484
A000607,1e-06,13.815511,0.050172,0.052845,4.292045,484
A000608,0.033625,3.392493,0.204318,0.01199,0.108536,484
A000609,0.083258,2.485816,0.278841,1.590978,7.780358,484
A000610,0.110114,2.206242,0.314176,5.556192,15.720098,484
A000611,0.186289,1.680454,0.412476,3.350096,22.49713,484
A000612,0.208251,1.569012,0.441773,0.636856,4.244488,484
A000613,0.236956,1.439881,0.481392,0.163336,0.639599,484
A000614,0.217404,1.525997,0.454226,0.593952,9.506836,484
A000615,1e-06,13.815511,0.050172,0.001112,0.283279,484
A000616,0.07844,2.545423,0.272311,0.139613,0.588546,484
A000618,0.024316,3.716632,0.186499,0.001039,0.552541,484
A000619,0.182564,1.700657,0.407576,-0.120955,6.324853,484
A000620,0.083832,2.47894,0.279614,0.075278,0.499595,484
A000621,1e-06,13.815511,0.050172,0.002137,0.056266,484
A000622,0.26605,1.32407,0.523497,0.365444,1.964525,484
A000623,0.068403,2.682335,0.258412,1.015001,4.699816,484
A000624,0.282235,1.265017,0.547935,0.973874,3.907501,484
A000625,0.052179,2.953084,0.23472,1.471637,29.360495,483
A000626,0.217039,1.527677,0.453726,0.713033,3.209622,484
A000627,0.107134,2.233674,0.310317,0.46308,2.03251,484
A000628,0.120097,2.119453,0.327041,0.088548,1.327201,90
A000629,0.08365,2.481117,0.279369,0.928015,7.5883,484
A000630,0.097275,2.330211,0.297461,0.155258,4.956034,484
A000631,0.141046,1.958672,0.353886,0.002996,1.803704,484
A000632,0.088458,2.425222,0.285808,39.560227,171.250769,484
A000633,0.043874,3.126424,0.221706,-0.103792,2.663452,484
A000634,0.02015,3.904556,0.177523,0.007489,0.21722,484
A000635,0.15268,1.879414,0.36881,0.062247,0.284292,484
A000636,1e-06,13.815511,0.050172,0.059661,1.497901,484
A000637,0.04265,3.154735,0.219716,-0.009334,0.107715,336
A000638,0.177878,1.72666,0.401438,2.509716,9.248494,484
A000639,0.019032,3.961628,0.174965,0.368597,2.838299,296
A000640,0.137732,1.982446,0.349642,0.065754,3.034103,484
A000641,0.037279,3.289321,0.210727,0.232566,5.219342,482
A000642,0.106094,2.243426,0.308968,0.073038,0.764346,260
A000643,0.227426,1.48093,0.468049,1.339907,11.810709,484
A000644,0.333841,1.097091,0.631805,0.906484,3.119259,484
A000645,0.140332,1.963745,0.352972,-0.033551,1.089836,477
A000646,0.167517,1.786672,0.387954,1.410665,4.909241,484
A000647,0.199595,1.611465,0.430135,-0.018776,0.405436,258
A000648,0.254732,1.367543,0.506856,0.181133,2.475788,474
A000649,0.049771,3.000318,0.231025,0.081485,0.605601,484
A000650,0.102241,2.28042,0.303956,0.077008,0.681422,484
A000651,0.203848,1.590382,0.435837,7.145143,28.397757,484
A000652,0.113584,2.175209,0.318658,0.116846,1.157351,484
A000653,0.191924,1.650657,0.419922,8.584763,26.956361,484
A000654,0.045284,3.094808,0.223971,4.015381,12.231715,484
A000655,0.021229,3.852372,0.179927,0.530227,4.613993,484
A000656,0.124356,2.084603,0.332508,0.146417,1.454994,472
A000657,1e-06,13.815511,0.050172,0.03446,2.055481,484
A000658,0.069989,2.659413,0.260639,0.0036,0.112468,484
A000659,0.201121,1.603848,0.432178,0.593116,2.529132,484
A000660,0.084896,2.466328,0.281044,1.889561,5.169882,484
A000661,0.185176,1.686451,0.411009,22.322684,167.452657,484
A000662,1e-06,13.815511,0.050172,0.044856,1.945096,484
A000663,0.052612,2.944813,0.235379,0.51886,7.033386,484
A000664,0.141845,1.953021,0.35491,0.343771,3.817042,484
A000665,0.210194,1.559724,0.444404,0.573506,7.272997,484
A000666,0.311893,1.165096,0.594927,18.96888,81.766584,484
A000667,1e-06,13.815511,0.050172,0.160538,1.963383,484
A000668,0.146036,1.923904,0.360282,0.81242,4.169884,484
A000669,1e-06,13.815511,0.050172,0.021638,0.456453,167
A000670,1e-06,13.815511,0.050172,0.05382,1.479315,484
A000671,0.119772,2.122165,0.326623,0.151375,0.839405,484
A000672,0.021597,3.835178,0.180734,5.595422,24.982153,484
A000673,1e-06,13.815511,0.050172,0.650747,3.543403,484
A000674,0.442212,0.815967,0.84948,4.554529,22.90578,484
A000675,0.038816,3.248927,0.213347,0.058838,1.237695,484
A000676,0.057204,2.861124,0.242264,0.004466,0.187428,230
A000677,0.08926,2.416199,0.286875,0.083715,0.98801,484
A000678,1e-06,13.815511,0.050172,-0.006832,0.183425,484
A000679,0.115872,2.155269,0.321606,12.662924,40.429095,484
A000680,0.05856,2.837699,0.244264,0.272994,1.111123,484
A000681,0.139925,1.966651,0.352451,32.563386,129.357038,484
A000682,0.081045,2.512753,0.275852,-0.029048,0.505804,484
A000683,0.337283,1.086833,0.637768,9.334813,53.448966,484
A000684,0.024168,3.722708,0.186194,-0.000606,0.034411,484
A000685,0.014298,4.24767,0.163183,0.011814,0.288564,269
A000686,0.311135,1.167528,0.593688,1.185937,7.530532,484
A000687,0.00791,4.839681,0.143222,0.071704,0.673181,484
A000688,0.143165,1.94376,0.356601,4.124008,12.902041,484
A000689,0.103326,2.269865,0.305369,0.045672,2.78744,484
A000690,0.237317,1.438357,0.481902,0.0476,0.36214,484
A000691,0.18734,1.67483,0.413861,1.387421,24.924023,484
A000692,0.045284,3.094802,0.223971,0.067037,0.576877,484
A000693,0.264254,1.330843,0.520833,41.165252,284.562162,484
A000694,1e-06,13.815511,0.050172,0.045169,0.650611,484
A000695,0.025244,3.679178,0.188397,-0.004984,1.001058,184
A000696,1e-06,13.815511,0.050172,0.715831,2.412361,136
A000697,0.017835,4.026605,0.172142,0.007619,0.051534,484
A000698,1e-06,13.815511,0.050172,0.136562,0.995863,484
A000699,0.188565,1.668315,0.415477,-0.228828,12.777547,483
A000700,0.217156,1.527139,0.453886,0.896032,2.551019,484
A000701,0.08204,2.500543,0.277199,0.005749,1.043487,484
A000702,0.149723,1.89897,0.365012,34.806017,124.983177,484
A000703,0.176582,1.73397,0.399746,-0.00092,0.100807,484
A000704,0.024502,3.708981,0.186883,0.031526,0.335364,484
A000705,0.117719,2.139455,0.323983,0.142043,1.15912,484
A000706,0.030076,3.504037,0.197814,0.296434,2.213207,484
A000707,0.090046,2.407433,0.28792,12.06744,182.331354,481
A000708,0.066102,2.716563,0.255156,-0.052309,5.852585,484
A000709,0.181939,1.704085,0.406756,1.406873,5.868957,484
A000710,0.104415,2.259381,0.306786,16.466132,114.465725,482
A000711,0.113106,2.179432,0.31804,0.01584,0.59834,484
A000712,0.215752,1.533624,0.451967,0.779295,2.091605,484
A000713,1e-06,13.815511,0.050172,0.21445,2.338651,484
A000714,0.178399,1.723733,0.40212,0.650144,2.878209,484
A000715,0.109575,2.211145,0.313479,1.915347,9.181476,484
A000716,0.084265,2.473793,0.280196,0.186462,22.096727,481
A000717,0.105059,2.253233,0.307623,9.865291,27.86236,484
A000718,0.247107,1.397935,0.495836,5.90927,30.190847,484
A000719,1e-06,13.815511,0.050172,-0.004403,0.486819,484
A000720,0.057536,2.855346,0.242754,0.486246,2.90284,484
A000721,0.163982,1.808,0.383378,23.769811,114.879484,474
A000722,0.134867,2.00347,0.345973,4.787762,27.669061,484
A000723,0.363086,1.013115,0.684175,3.687621,36.223399,484
A000724,0.097134,2.331669,0.297275,0.021796,0.15099,484
A000725,0.153318,1.875244,0.36963,15.505338,69.767496,484
A000726,0.03945,3.232714,0.214416,10.748742,52.736476,484
A000727,0.122811,2.097108,0.330525,0.218323,1.046702,484
A000728,0.293715,1.225146,0.565767,20.860399,297.752768,484
A000729,0.056457,2.874276,0.241155,0.100908,0.770457,484
A000730,0.214555,1.539187,0.450333,0.750932,11.69214,474
A000731,0.244038,1.410431,0.491444,29.43081,99.78888,484
A000732,0.198662,1.61615,0.428888,0.555733,8.516328,484
A000733,0.11336,2.17719,0.318368,1.184075,9.853682,484
A000734,0.309285,1.173492,0.590671,-1.356811,32.736216,484
A000735,0.174517,1.745733,0.397052,23.258693,73.683427,484
A000736,0.001891,6.270521,0.110541,12.922743,84.788827,484
A000737,0.115604,2.157582,0.321261,14.377196,76.318123,484
A000738,0.085752,2.456299,0.282192,0.044604,0.908844,484
A000739,1e-06,13.815511,0.050172,-0.003092,0.101721,484
A000740,0.111032,2.197939,0.315362,0.183152,1.698274,484
A000741,0.040406,3.208776,0.216016,0.577099,10.062748,474
A000742,0.085246,2.462214,0.281514,0.089554,0.259305,484
A000743,0.099325,2.309354,0.300148,0.06454,0.841485,484
A000744,0.192228,1.649074,0.420325,-92.900063,466.246481,484
A000745,0.239399,1.429622,0.484846,2.827572,13.766492,484
A000746,1e-06,13.815511,0.050172,0.052606,0.487682,484
A000747,0.031161,3.468602,0.199835,1.526128,12.20642,484
A000748,0.019931,3.9155,0.177026,0.319114,1.513137,484
A000749,0.076549,2.569818,0.269726,2.281309,10.116214,484
A000750,0.159161,1.837838,0.377154,0.112737,4.042495,484
A000751,0.035037,3.351355,0.206826,-0.007986,0.081099,448
A000752,0.019153,3.955319,0.175244,3.400606,9.451653,480
A000753,0.250776,1.383195,0.50112,0.959189,3.00698,484
A000754,0.391338,0.938184,0.738818,0.235408,1.00765,483
A000755,0.096829,2.334811,0.296875,0.100036,0.44066,484
A000756,0.252345,1.376959,0.50339,1.414208,4.32991,484
A000757,0.137847,1.981609,0.34979,0.080078,1.518587,484
A000758,0.171431,1.763575,0.393035,0.186268,3.456468,484
A000759,0.103013,2.272904,0.304961,1.107725,3.842491,484
A000760,0.045475,3.090595,0.224276,1.274808,5.81249,482
A000761,0.121955,2.104105,0.329426,4.590523,25.074513,484
A000762,0.224445,1.494123,0.463916,3.089374,12.166792,484
A000763,0.180238,1.713476,0.404527,2.737649,13.487709,483
A000764,0.19966,1.61114,0.430222,2.699627,19.33681,484
A000765,0.016967,4.076481,0.170036,0.501559,3.594912,484
A000766,0.301734,1.198208,0.578486,8.973033,73.253151,484
A000767,1e-06,13.815511,0.050172,185.860932,811.22994,484
A000768,0.018882,3.969565,0.174615,0.739047,3.855182,484
A000769,0.098779,2.314874,0.299432,-0.072293,0.466816,480
A000770,0.153797,1.872121,0.370247,0.409022,1.554263,484
A000771,0.146616,1.91994,0.361025,-0.053246,2.047127,483
A000772,0.110183,2.20561,0.314266,-0.01389,0.46315,392
A000773,0.092354,2.382128,0.290978,-16.993084,234.07839,484
A000774,1e-06,13.815511,0.050172,0.591164,2.396867,484
A000775,0.015172,4.188333,0.165495,1.401718,4.559529,484
A000776,0.016831,4.084519,0.169701,0.284224,3.358286,484
A000777,1e-06,13.815511,0.050172,1.934676,18.92796,483
A000778,0.089098,2.418022,0.286659,0.142795,1.669045,484
A000779,0.132802,2.018895,0.34333,0.004435,0.290778,484
A000780,0.061498,2.788754,0.248551,1.076009,6.019945,484
A000781,0.106816,2.236643,0.309905,0.019807,0.279593,484
A000782,0.224411,1.494277,0.463868,0.409829,3.498973,484
A000783,0.097308,2.329871,0.297504,1.28323,11.102524,484
A000784,1e-06,13.815511,0.050172,0.040084,0.836106,484
A000785,0.105911,2.245159,0.30873,0.718422,3.004573,484
A000786,0.098405,2.318659,0.298943,1.637323,9.0017,484
A000787,0.363909,1.010853,0.685705,7.885702,42.414509,484
A000788,0.022908,3.776274,0.183553,0.00999,0.695101,484
A000789,0.068761,2.677115,0.258916,0.000627,0.133358,484
A000790,1e-06,13.815511,0.050172,0.166805,2.988145,484
A000791,0.052877,2.939795,0.235781,-0.000119,0.059708,484
A000792,0.067413,2.696915,0.257015,6.055314,28.162795,482
A000793,1e-06,13.815511,0.050172,0.042986,0.953431,484
A000794,0.211003,1.555884,0.445501,9.914026,26.59922,484
A000795,0.107132,2.23369,0.310315,0.45911,1.5915,249
A000796,0.205133,1.584099,0.437566,25.047261,94.807558,484
A000797,1e-06,13.815511,0.050172,0.29554,2.767733,484
A000798,0.015361,4.175927,0.165986,6.551562,22.384866,484
A000799,0.083114,2.487539,0.278648,0.43309,9.17189,484
A000800,0.099776,2.304829,0.300737,16.332482,46.878908,484
A000801,1e-06,13.815511,0.050172,0.136186,0.755715,484
A000802,1e-06,13.815511,0.050172,-0.010323,0.201184,484
A000803,0.063792,2.752123,0.251859,-0.071646,1.017221,332
A000804,0.037534,3.282501,0.211164,0.74415,2.70977,484
A000805,0.114599,2.166313,0.319966,0.004027,0.377155,484
A000806,0.078434,2.545493,0.272304,0.40525,2.283866,484
A000807,0.766122,0.266413,2.601775,4.347532,35.460446,484
A000808,0.128792,2.049556,0.338194,1.464614,13.044806,484
A000809,0.086492,2.447701,0.283183,0.21054,0.743656,484
A000810,1e-06,13.815511,0.050172,0.021466,0.322654,484
A000811,0.150312,1.895041,0.365769,0.11498,3.324191,484
A000812,0.073243,2.61397,0.26517,8.185443,46.828731,484
A000813,0.031434,3.459865,0.200339,-0.006937,0.320685,362
A000814,0.096554,2.337655,0.296514,0.147532,1.911669,484
A000815,3e-05,10.418095,0.066533,0.216051,1.002441,483
A000816,0.109961,2.207629,0.313978,0.143042,2.254208,484
A000817,1e-06,13.815511,0.050172,-0.005329,0.073273,484
A000818,0.214598,1.538988,0.450391,2.91406,16.127061,484
A000819,0.117195,2.143918,0.323309,0.213819,1.468359,484
A000820,0.009652,4.640628,0.149365,0.141857,1.608693,484
A000821,0.086842,2.443668,0.28365,0.05889,1.243977,484
A000822,0.32582,1.121411,0.618103,-0.064588,0.726931,152
A000823,1e-06,13.815511,0.050172,0.098988,0.483977,484
A000824,0.073948,2.604397,0.266145,0.013131,0.106435,484
A000825,0.074144,2.601743,0.266416,0.015367,0.172604,484
A000826,0.063676,2.753946,0.251692,0.060109,0.37969,484
A000827,0.1145,2.167178,0.319839,11.367408,291.761645,484
A000828,0.31907,1.142345,0.606776,10.681436,37.901303,484
A000829,1e-06,13.815511,0.050172,0.026432,0.557533,484
A000830,0.130074,2.039649,0.339837,0.233602,1.614723,484
A000831,0.081482,2.507375,0.276443,45.640722,317.712547,484
A000832,0.2377,1.436747,0.482442,1.667639,14.672447,484
A000833,0.044516,3.111903,0.222741,0.008992,0.351774,484
A000834,0.1918,1.651304,0.419757,0.259228,0.872066,484
A000835,0.157465,1.848551,0.374968,1.944292,5.789418,484
A000836,0.103117,2.271892,0.305097,1.5707,35.545831,484
A000837,0.035329,3.34305,0.20734,0.072283,0.629812,484
A000838,0.097332,2.329625,0.297536,0.015922,0.192014,484
A000839,0.15516,1.863301,0.372,54.996429,406.393267,484
A000840,0.045503,3.089987,0.22432,0.446337,5.18566,484
A000841,0.143137,1.943953,0.356566,0.00597,0.164998,484
A000842,0.081821,2.503222,0.276902,0.08045,0.61018,484
A000843,0.130818,2.03395,0.340789,8.656482,39.361769,484
A000844,0.138379,1.977755,0.350472,0.128379,0.543475,484
A000845,0.493095,0.707054,0.980332,0.306027,3.120554,482
A000846,0.063647,2.754401,0.251651,0.933139,6.614453,484
A000847,0.084987,2.465252,0.281167,0.001281,0.229844,484
A000848,0.110054,2.206785,0.314098,-0.002591,0.099836,484
A000849,0.053121,2.935182,0.236151,0.021968,0.24814,484
A000850,0.25936,1.349538,0.513618,0.245378,1.558715,484
A000851,0.224856,1.492297,0.464484,2.525204,14.909519,484
A000852,0.126761,2.065448,0.335592,1.3e-05,0.002402,484
A000854,0.070112,2.657657,0.260811,0.175358,1.495128,484
A000855,0.300856,1.201124,0.577082,0.870509,2.779853,484
A000856,0.093234,2.372647,0.292141,1.320724,4.738583,484
A000857,0.19254,1.647453,0.420739,1.559192,8.006628,484
A000858,1e-06,13.815511,0.050172,2.019485,22.14007,484
A000859,0.085703,2.456867,0.282126,0.797627,3.809717,484
A000860,0.122306,2.101232,0.329877,5.85172,40.505773,484
A000861,0.120925,2.112587,0.328104,0.169804,0.966177,484
A000862,0.210598,1.557804,0.444952,5.983824,18.957228,484
A000863,0.012999,4.342894,0.159605,0.01204,0.141109,484
A000864,0.318893,1.142898,0.606482,0.434273,2.999357,484
A000865,1e-06,13.815511,0.050172,-0.004906,0.046287,367
A000866,0.090824,2.398828,0.288952,-0.009783,0.058421,484
A000867,0.120434,2.116653,0.327473,0.050687,0.367225,484
A000868,0.180694,1.710951,0.405124,4.565566,27.429108,484
A000869,0.027137,3.606856,0.192175,0.051833,0.790919,484
A000870,0.175017,1.74287,0.397705,8.365237,21.318039,484
A000871,0.383093,0.959476,0.722422,0.099909,1.282666,484
A000872,0.167076,1.789306,0.387383,0.032137,0.520363,365
A000873,0.152852,1.878285,0.369032,0.043967,0.221847,484
A000874,0.100224,2.30035,0.301322,0.736052,2.5219,484
A000875,1e-06,13.815511,0.050172,0.091577,1.673119,484
A000876,1e-06,13.815511,0.050172,0.366277,3.92367,484
A000877,0.094363,2.36061,0.29363,0.004823,0.116423,484
A000878,0.180424,1.712448,0.40477,3.56267,21.070041,484
A000879,1e-06,13.815511,0.050172,0.092233,1.602347,484
A000880,0.297791,1.211363,0.572204,11.603086,48.216705,484
A000881,0.177092,1.731084,0.400412,-0.142251,1.196419,484
A000882,0.105888,2.24537,0.308701,0.834652,8.218223,483
A000883,0.003594,5.628578,0.123148,1.035999,8.639017,484
A000884,0.150021,1.896979,0.365395,12.216302,51.178257,483
A000885,0.11932,2.125945,0.326042,5.33368,56.503954,484
A000886,0.173038,1.754246,0.395125,0.817793,26.37786,484
A000887,0.381467,0.963732,0.719232,1.83473,14.359163,484
A000888,0.100057,2.302015,0.301105,5.339291,24.894276,484
A000889,0.004803,5.338522,0.129839,0.068172,0.461978,484
A000890,0.084597,2.469854,0.280643,28.905777,601.922917,484
A000891,0.070385,2.653778,0.261193,0.460314,2.086443,243
A000892,0.152561,1.880191,0.368658,12.941474,43.108514,484
A000893,1e-06,13.815511,0.050172,0.035672,0.525715,484
A000894,0.337769,1.085392,0.638614,2.829096,8.419889,484
A000895,0.080057,2.525022,0.274511,0.625001,2.719053,484
A000896,0.059473,2.822225,0.245603,62.953998,307.093554,478
A000897,0.1782,1.72485,0.401859,3.896249,17.229309,484
A000898,1e-06,13.815511,0.050172,8.210998,138.509542,484
A000899,0.03477,3.359001,0.206355,18.849075,305.873854,484
A000900,0.122003,2.103707,0.329488,-0.02563,2.413798,484
A000901,0.064273,2.744613,0.252548,-0.281683,3.943183,484
A000902,1e-06,13.815511,0.050172,0.622411,5.035835,484
A000903,0.138866,1.974244,0.351095,8.586542,24.88581,483
A000904,0.235821,1.444684,0.479792,4.853968,18.201834,484
A000905,0.037606,3.280593,0.211287,-0.023639,0.5812,421
A000906,0.147147,1.916321,0.361707,0.156171,1.125873,484
A000907,0.13464,2.005151,0.345683,0.337919,1.08974,484
A000908,0.255992,1.362611,0.508691,1.818747,7.460877,484
A000909,0.186751,1.677977,0.413085,0.190652,1.187616,484
A000910,0.199507,1.611905,0.430017,0.010627,0.639226,479
A000911,1e-06,13.815511,0.050172,0.199622,1.748488,484
